Name,Address,Longitude,Latitude,ZipCodeId
SODO GRILL,901 OCCIDENTAL AVE S,-122.3336274823,47.5948173263,11
SODO CHICKEN,6538 4TH AVE S,-122.3291482829,47.5440849925,2
SODHI HOLDINGS INC DBA 7-ELEVEN STORE #14396E,7215 SANDPOINT WAY NE,-122.2638924748,47.6808402903,6
SODEXO@SEATTLEPACIFIC U,3307 3RD AVE W,-122.3645816154,47.6489843587,9
SODEXO  @ SEATTLE PACIFIC U,3317 5TH AVE W,-122.3639333285,47.6497902463,9
"SOD HOUSE BAKERY, LLC",2114 NE 65TH ST,-122.3043997,47.67590884,6
SNOWY VILLAGE,5260 UNIVERSITY WAY NE,-122.31277148,47.66822242,17
SNOWY RIVER COCKTAIL CO,2800 E MADISON ST,-122.2961942,47.62365497,14
SNOUT AND COMPANY,4260 23RD AVE W,-122.386695278,47.6685125843,8
SNAPPY DRAGON INC,8917 ROOSEVELT WAY NE,-122.3179308924,47.6936248679,6
SMOKESTACK LIGHTNING BBQ (KC675),4634 E MARGINAL WAY S,-122.33871695,47.56120838,23
SMITH TOWER OBSERVATORY,506 2ND AVE,-122.33175498,47.60188632,11
SMILETHAI THAI CUSINE,6411 LATONA AVE NE,-122.3256289955,47.6755614545,6
SMARTY PANTS,6017 AIRPORT WAY S,-122.3166476825,47.5488195225,2
SLOW BOAT TAVERN,5701 RAINIER AVE S UNIT D,-122.27784552,47.5509748,13
"SLOOP TAVERN, THE",2830 NW MARKET ST,-122.3944610078,47.6688126307,21
SLICES PIZZA,809 OLIVE WAY,-122.33346126,47.61406639,15
SLEIGHT OF HAND CELLARS,3861 B 1ST AVE S,-122.33486445,47.56800459,23
SL DUMPLING HOUSE LLC,4311 UNIVERSITY WAY NE,-122.3134048776,47.6601539549,17
SKYWAY VFW POST #9430 RES,7421 S 126TH ST,-122.2405876989,47.4909314256,25
SKYWAY GROCERY OUTLET,11656 68TH AVE S,-122.248457,47.496148,25
SKYWAY GASOLINE,11655 RENTON AVE S,-122.2484959106,47.4973124446,25
"SKYLARK CAFE & CLUB , LLC",3803 DELRIDGE WAY SW,-122.3625253819,47.5700020539,18
SKY VIEW OBSERVATORY,701 5TH AVE STE 7340,-122.33061288,47.60452875,11
"SKILLET SEATTLE CENTER, LLC",305 HARRISON ST #220,-122.35335449,47.62111964,7
SKILLET RESTAURANT,2050 6TH AVE,-122.3388242,47.61510936,16
SKILLET DINER,1400 14TH AVE,-122.313988358,47.6132009897,0
SKALKA GEORGIAN BAKERY & DUMPLING HOUSE,77 SPRING ST,-122.3376728089,47.6049059208,11
SKAL BEER HALL,5429 BALLARD AVE NW,-122.38585102,47.66801916,21
SIZZLING POT KING,660 S KING ST,-122.3244580228,47.5985004819,11
SIZZLE & CRUNCH,1313 NE 42ND ST,-122.313724323,47.6582217187,17
"SIX, THE",5599 17TH AVE NW,-122.37908,47.66932,21
SIX PACK FOODS CO,5000 UNIVERSITY WAY NE STE A,-122.31277,47.66507,17
"SITTING ROOM, THE",108 W ROY ST,-122.3585547399,47.6259081228,9
SITE 17 DELI & GROCERY,2500 WESTERN AVE STE 17,-122.3494739624,47.6141716029,16
SISTERS & BROTHERS,544 ELLIOTT AVE W,-122.3650373296,47.6244223381,9
SISTERS (SPACE #2),1530 POST ALY,-122.3408048436,47.6091461922,15
SISI KAY THAI EATERY AND BAR,1612 N 45TH ST,-122.3385477448,47.6616125118,1
SIP HOUSE LLC,5001 BROOKLYN AVE NE,-122.31449859,47.6650772,17
SINGLE SHOT LLC,611 SUMMIT AVE E,-122.32560856,47.62458568,5
SINBAD EXPRESS,3526 FREMONT PL N,-122.3507828375,47.6512957144,1
SIMPLY SOULFUL CAFE & ESPRESSO,2909-B E MADISON ST,-122.2948822008,47.6240701609,14
SIMPLY DESSERTS,3421 FREMONT AVE N,-122.3500096705,47.6497648356,1
SILVER TRAY,2101 N 45TH ST,-122.3335335017,47.6611869997,1
SILVER CLOUD INN - LAKE UNION,1150 FAIRVIEW AVE N,-122.32905896,47.6296908521,7
SILVER CLOUD HOTEL,1100 BROADWAY,-122.3202824773,47.6116616165,0
SIGMA PHI EPSILON,4637 21ST AVE NE,-122.3059760543,47.6629164007,17
SIGMA NU,1616 NE 47TH ST,-122.3100111164,47.6632611211,17
SIGMA KAPPA,4510 22ND AVE NE,-122.3042136768,47.6615319576,17
SIGMA CHI,4505 18TH AVE NE,-122.3086973503,47.6615714161,17
SIGMA ALPHA EPSILON,4506 17TH AVE NE,-122.3091916232,47.6616264131,17
"SIFTED, LLC",1740 1ST AVE S,-122.3546868,47.51023065,23
SIFF,511 QUEEN ANNE AVE N,-122.357097541,47.6235317888,7
SIEMBRA SEATTLE,2601 S MCCLELLAN ST,-122.29903153,47.57819412,19
SICHUANESE CUISINE,1048 S JACKSON ST,-122.3176927208,47.5995714439,11
SIAM THAI CUISINE,1629 EASTLAKE AVE E,-122.3255148,47.63469252,5
SIAM BISTRO,12534 AURORA AVE N,-122.3445616563,47.7205453719,22
SHY GIANT,1500 PIKE PL,-122.3405734971,47.608871214,15
SHULTZYS,4114 UNIVERSITY WAY NE,-122.3129032698,47.6573510153,17
"SHUG'S, LLC",1525 1ST AVE #2A,-122.34085881,47.60945455,15
SHREE TRUCK STOP SEATTLE,7801 DETROIT AVE SW,-122.3364018299,47.5327121091,18
"SHOWBOX, THE",1426 1ST AV AVE,-122.3394151614,47.6085073475,15
SHOWBOX SODO,1700 1ST AVE S,-122.3336901449,47.5879543126,23
SHORTY'S CONEY ISLAND,2316 2ND AVE,-122.34582288,47.61463705,16
SHOREWOOD GROCERY,10455 26TH AVE SW,-122.3661107119,47.5084455983,26
"SHOP AGORA,  THE",346 15TH AVE E,-122.31254423,47.62187483,14
SHODAI RESTAURANT,1123 M L KING JR WAY,-122.2964893062,47.6122219633,0
SHISHKABERRY'S (KC351),305 HARRISON ST,-122.18046,47.6694,7
SHISHKABERRY'S (KC234),1251 1ST AVE S,-122.3345402,47.59086385,23
SHIRO'S SUSHI,2401 2ND AVE AVE,-122.3472975951,47.6147955981,16
SHINYA SHOKUDO,2401 3RD AVE 1211,-122.34650458,47.61542886,16
SHINGLE TOWN PUB & EATERY,2014 & 2016 NW MARKET ST,-122.38284583,47.66888201,21
SHILSHOLE FUEL DOCK,7001 SEAVIEW AVE NW #100,-122.4056155448,47.6800780504,4
SHIKU,5310 BALLARD AVE NW,-122.3832570273,47.6668238267,21
SHIKORINA PASTRIES,2418 E UNION ST UNIT B,-122.30053802,47.61316878,0
SHIKI JAPANESE RESTAURANT,4 W ROY ST,-122.3571433565,47.6258483435,9
SHEWA-BER BAR & RESTAURANT LLC,1801 S JACKSON ST,-122.30851941,47.59906977,19
SHERATON GRAND SEATTLE STARBUCKS,1400 6TH AVE,-122.333509,47.610513,15
SHERATON GRAND SEATTLE BANQUETS,1400 6TH AVE,-122.3335106512,47.6105111022,15
SHERATON,629 PIKE ST,-122.3336731895,47.6112587737,15
SHENG YAN RESTAURANT,900 S JACKSON ST #208,-122.3203397099,47.5995019892,11
SHELTER LOUNGE GREENLAKE,7110 E GRENLAKE DR N,-122.325383,47.680258,6
SHELTER LOUNGE,4910 LEARY AVE NW,-122.37922333,47.66447135,21
SHELL/LAKE CITY,11346 LAKE CITY WAY NE,-122.2991029412,47.7118407206,12
SHELL OIL,210 NE 45TH ST,-122.3267770187,47.6616699249,17
SHELL MADISON EXPRESS LANE,1701 E MADISON ST,-122.3098062289,47.6155052697,0
SHAWN O'DONNELLS AMERICAN GRILL & IRISH PUB,508 2ND AVE,-122.33168768,47.60193925,11
SHAWN O'DONNELL'S REST.,3601 FREMONT AVE N STE 202,-122.35031342,47.65169661,1
SHAWARMA KING,4337 UNIVERSITY WAY NE,-122.3135894228,47.6609274034,17
SHARK BITE (KC578),3920 STONE WAY N,-122.34214433,47.65480738,1
SHARIF GROCERY & HALAL,8334 RAINIER AVE S 101,-122.2697436365,47.5286977215,13
SHARETEA UW,4730 UNIVERSITY WAY NE STE 109,-122.31291796,47.6641041,17
SHARE TEA,530 BROADWAY,-122.32054,47.6069,0
SHANTY TAVERN,9002 LAKE CITY WAY NE,-122.3050547905,47.6940613819,6
SHANGHAI HOUSE,3427 RAINIER AVE S,-122.29370122,47.5720766,19
SHANGHAI GARDEN,524 6TH AVE S,-122.3262058783,47.5976639839,11
SHANE & SHELLY'S SLUGGERS,538 1ST AVE S,-122.333681492,47.5971380467,11
SHANDONG BAO HOUSE,10008 AURORA AVE N,-122.3424913177,47.7027003697,22
SHAMA,1501 PIKE PL #200,-122.34116984,47.60880249,15
SHAKE SHACK #1264,2580 NE UNIVERSITY VILLAGE ST,-122.29978,47.66355,17
SHAKE SHACK,2115 WESTLAKE AVE,-122.33845576,47.61706717,16
SHAFER BAILLIE MANSION,907 14TH AVE E,-122.3149250718,47.6270641506,14
SHADOWLAND,4458 CALIFORNIA AVE SW,-122.3865494428,47.5629813962,10
SEWARD PARK MARKET,9436 RAINIER AVE S,-122.26342877,47.5202731,13
SEVEN STARS PEPPER RESTAURANT,1207 S JACKSON ST 211,-122.316442475,47.598822278,19
SEVEN STAR PEPPERS DBA SPICEUP SZECHUAN RESTAURANT,305 BELL ST,-122.344384068,47.6148385184,16
SEVEN STAR MINI MART,1917 S JACKSON ST,-122.3067234873,47.5989633321,19
SEVEN COFFEE ROASTERS MARKET & CAFE,2007 NE RAVENNA BL,-122.3060754504,47.6690894585,17
SERIOUS PIE,316 VIRGINIA ST,-122.3404679647,47.6129582528,16
SERENDIPITY CAFE,3222 MCGRAW ST W A,-122.398649075,47.6397217826,8
SERAFINA INC,2043 EASTLAKE AVE E,-122.3261116437,47.6380876478,5
SEOUL ZIP,2219 2ND AVE STE B,-122.3452452109,47.6134468227,16
SEOUL BOWL CO. (KC730),10008 AURORA AVE N,-122.31233,47.59941,22
SEOUL BOWL & BAR,722 12TH AVE,-122.31651307,47.60872818,0
SENOR MOOSE CAFE,5242 LEARY WAY NW,-122.3812184085,47.6661634085,21
SENOR CARBON PERUVIAN CUISINE,625 1ST AVE,-122.33440956,47.60244311,11
SENIOR CENTER OF WEST SEATTLE,4217 SW OREGON ST,-122.3864168286,47.5627381007,10
SENAIT STORE MARKET,3116 NE 125TH ST,-122.29428468,47.71945411,12
SEN NOODLE BAR,2307 NW MARKET ST,-122.386498,47.66850183,21
SEMIRA'S GROCERY,2601 E YESLER WAY,-122.2987425656,47.6015099684,0
SELVA CENTRAL GOODS,4116 RAINIER AVE S,-122.28829353,47.56559154,13
SELEUSS,1910 1ST AVE,-122.34159083,47.61074576,15
SEEKING KOMBUCHA,1091 THOMAS ST STE A,-122.33619876,47.62061312,7
SECRET SAVORY,2213 NW MARKET ST #100,-122.3854044253,47.6685059749,21
SECRET SAUSAGE (KC227),97 MARION ST,-122.33573492,47.60378989,15
SECRET CONGEE,6301 SEAVIEW AVE NW,-122.4066483731,47.6743665806,21
SEBI'S,3242 EASTLAKE AVE E,-122.3211782505,47.6511875534,5
SEBHAT BAKERY,4270 S MEAD ST,-122.27784976,47.55050982,13
SEATTLE'S VERY BEST SAUSAGES,109 OCCIDENTAL AVE S,-122.3331172479,47.6016315673,11
SEATTLE YACHT CLUB,1807 E HAMLIN ST,-122.3085901475,47.6453093056,14
SEATTLE WORLD SCHOOL @ TT MINOR,1700 E UNION STREET,-122.3101279534,47.6130694976,0
SEATTLE UNIVERSITY CAMPUS STORE #1463,823 12TH AVE,-122.31721312,47.60991653,0
SEATTLE TENNIS CLUB,922 MCGILVRA BL E,-122.28128711,47.6269579725,14
SEATTLE TAVERN & POOL ROOM,5811 AIRPORT WAY S,-122.3183951,47.5504711,2
SEATTLE SUPER SLICES LLC,3213 W MCGRAW ST,-122.3990666647,47.6393742028,8
SEATTLE SUPER SLICES,1727 1ST AVE S,-122.3344581,47.58740169,23
SEATTLE SUPER MARKET,4801 BEACON AVE S,-122.3049067461,47.5594574577,2
SEATTLE SUNSHINE COFFEE,5508 35TH AVE NE,-122.28985635,47.66886978,17
SEATTLE SOURDOUGH KC #543,2006 S WELLER ST,-122.30554502,47.59811007,19
SEATTLE SCHOOL SUPPORT CENTER,2445 3RD AVE S,-122.3308465819,47.5819226782,23
SEATTLE SAUSAGE/ URBAN GRILL/CART 2,1021 OCCIDENTAL AVE S,-122.3296844915,47.5925590822,11
SEATTLE REPERTORY THEATRE,155 MERCER ST,-122.3537143817,47.6238812707,7
SEATTLE PREPARATORY SCHOOL,2400 11TH AVE E,-122.3164368636,47.6413216004,5
SEATTLE POPS LLC,1401 N 45TH ST,-122.34033916,47.66116317,1
SEATTLE NICHIREN BUDDHIST CHURCH,1042 S WELLER ST,-122.3178882637,47.5977413679,11
SEATTLE NATIVITY SCHOOL,4200 S MEAD ST,-122.2791086268,47.5506603005,13
SEATTLE MEOWTROPOLITAN,1225 N 45TH ST,-122.3429114,47.661252,1
SEATTLE LOTUS VEGETARIAN RESTAURANT,10439 16TH AVE SW STE A,-122.3555260907,47.5088539556,26
SEATTLE LAKES CRUISES,2441 N NORTHLAKE WAY,-122.32984079,47.65104289,1
SEATTLE KRAKEN - BDA,901 FAIRVIEW AVE N STE 200,-122.3338381221,47.6277421146,7
SEATTLE HYATT REGENCY,808 HOWELL ST,-122.33394,47.61453,15
SEATTLE HOTEL INVESTMENT LLC,13700 AURORA AVE N,-122.34433252,47.72896418,22
SEATTLE HILTON,1301 6TH AVE,-122.3334394108,47.6091718966,15
SEATTLE HEALTHY SIDES LLC,1740 1ST AVE S,-122.33372877,47.58705924,23
SEATTLE GOLF CLUB,210 NW 145TH ST,-122.3628075778,47.7352598398,20
SEATTLE FUDGE,305 HARRISON ST #225,-122.3514916488,47.623859538,7
SEATTLE FISH GUYS,411 23RD AVE S,-122.30243544,47.59896835,19
"SEATTLE FISH COMPANY, INC.",4435 CALIFORNIA AVE SW,-122.3870546551,47.5637060215,10
SEATTLE FAMILY CHEF,2601 S MCCLELLAN ST,-122.29903153,47.57819412,19
SEATTLE ESPRESSO CART (KC305),4401 WALLINGFORD AVE N,-122.3335901,47.65449497,1
SEATTLE ELKS #92,3014 3RD AVE N,-122.3510466121,47.6474116628,7
"SEATTLE EAGLE, THE",314 E PIKE ST,-122.3271768152,47.6143258785,0
SEATTLE CROWNE PLAZA -EMP CAFE,1113 6TH AVE,-122.3321152531,47.6080926707,15
SEATTLE COUNTRY DAY SCHOOL,2619 4TH AVE N,-122.3499008822,47.6438839167,7
SEATTLE CAVIAR,2922 EASTLAKE AVE E,-122.3238326896,47.6479637154,5
SEATTLE BISCUIT COMPANY (KC191),4001 LEARY WAY NW,-122.34506705,47.70407742,21
SEATTLE BISCUIT COMPANY,4001 LEARY WAY NW,-122.362413,47.65626,21
SEATTLE BEST TERIYAKI & PHO CITY,2445 4TH AVE S,-122.3295627367,47.5804812943,23
SEATTLE BEST TEA,506 S KING ST,-122.32731474,47.59846972,11
SEATTLE BEER CO.,1427 WESTERN AVE,-122.34114518,47.60813829,15
SEATTLE BARTENDING COMPANY INC,4634 E MARGINAL WAY S E-120,-122.33872,47.56196,23
SEATTLE BAKERY LLC,701 5TH AVE STE 104,-122.3306146424,47.6045269408,11
SEATTLE ACADEMY OF ARTS AND SCIENCES,1215 E UNION ST,-122.31584681,47.61270701,0
SEATTLE ACADEMY,1111 13TH AVE,-122.3157327591,47.6120167848,0
SEATOWN SNACK BAR,2010 WESTERN AVE,-122.34345114,47.61060002,16
SEATANGO,12728 LAKE CITY WAY NE,-122.29326063,47.72211301,12
SEASONED IN SEATTLE CATERING,5619 M L KING JR WAY S,-122.2885863475,47.5513523491,13
SEAN'S PLACE,601 UNION ST 224 D,-122.3324053406,47.6101616794,15
SEA WOLF,3617 STONE WAY N,-122.34309153,47.65105505,1
SEA THAI RESTAURANT,2313 N 45TH ST,-122.3306176542,47.6612582142,1
SEA MART,1513 SW HOLDEN ST,-122.3546751082,47.5334467698,18
SE SEATTLE SENIOR CENTER,4655 S HOLLY ST,-122.2730558483,47.5422296175,13
SCREWDRIVER BAR,2320 1ST AVE,-122.34690424,47.61404158,16
SCOOTER'S BURGERS,5802 24TH AVE NW,-122.3873176091,47.6710493744,21
SCOOP DU JOUR ICE CREAMER,4029 E MADISON ST,-122.2803333154,47.6338720897,14
SCHMALTZY'S DELICATESSEN,928 NW LEARY WAY STE 102,-122.37000338,47.66391477,21
SCHILLING CIDER HOUSE,708 N 34TH ST,-122.34912551,47.64965177,1
SCANDINAVIAN SPECIALITIES,6719 15TH AVE NW,-122.3771262108,47.6782462203,4
SAZON LLC,7301 15TH AVE NW,-122.37709,47.68155,4
SAZON,2232 QUEEN ANNE AVE N,-122.3566217768,47.6394161816,7
SAWYER,5309 22ND AVE NW STE A,-122.38499696,47.66697766,21
SAVORY KITCHEN INC.,10836 E MARGINAL WAY S,-122.33882,47.56206,23
SASHA'S ESPRESSO,2006 RAINIER AVE S,-122.3031464515,47.585354165,19
SARAJEVO INC,2218 WESTERN AVE,-122.3463784059,47.6124641299,16
SANTORINI PIZZA & PASTA,11001 35TH AVE NE,-122.2912913553,47.7086440936,12
SANTO COFFEE CO,1325 NE 65TH ST,-122.31412,47.67568,6
SANISLO ELEMENTARY SCHOOL,1812 SW MYRTLE ST,-122.3586580352,47.5396083758,18
SANDHU ARCO AM/PM MINI MART,2200 4TH AVE S,-122.3287726,47.58367295,23
SAND POINT GRILL,5412 A SANDPOINT WAY NE,-122.2766031721,47.6680235211,17
SAND POINT ELEMENTARY,6208 60TH AVE NE,-122.262855,47.673653,6
SAND POINT COUNTRY CLUB,8333 55TH AVE NE,-122.274273042,47.6873419252,6
SAN JUAN SELTZERY & TAPROOM,3901 1ST AVE S,-122.33558456,47.56776969,23
SAN FERMO,5341 BALLARD AVE NW,-122.38450415,47.66722278,21
SAMWAY MARKET,9811 15TH AVE SW,-122.3543391,47.51515333,18
SAMURAI NOODLE,4138 UNIVERSITY WAY NE,-122.31288482,47.6579942,17
SAMIR'S MEDITERRANEAN GRILL,1316 NE 43RD ST,-122.3134119168,47.659918013,17
SAMBAZON -  REDHAWKS DINING @ SEATTLE U,901 12TH AVE,-122.31812,47.6084,0
SAMARA,6414 32ND AVE NW,-122.39809,47.67572,21
SAM'S TAVERN,1024 E PIKE ST,-122.3191095767,47.6142520684,0
SAM'S SUSHI BAR & GRILL,5506 22ND AVE NW,-122.3845272357,47.668927971,21
SAM CHOY'S POKE TO THE MAX,5300 RAINIER AVE S,-122.26960944,47.55507721,13
SALVATORE RISTORANTE ITAL,6100 ROOSEVELT WAY NE,-122.3170567147,47.6730684905,6
SALVADOREAN BAKERY & RESTAURANT,1719 SW ROXBURY ST,-122.3572684807,47.5171822306,18
"SALUMI ARTISIAN CURED MEATS, LLC",404 OCCIDENTAL AVE S,-122.332476,47.598907,11
SALTORO RESTAURANT,14051 GREENWOOD AVE N,-122.3559546855,47.7321451459,22
SALT DISTRICT,1101 ALASKAN WAY,-122.3399337292,47.6047874245,15
SALT AND SUGAR CAFE AND BAKERY,5615 24TH AVE NW,-122.3880988977,47.6699352452,21
SALT & STRAW,714 E PIKE ST STE A,-122.32272,47.61437,0
SALMON'S SERVICE CENTERS,355 NW 85TH ST,-122.3629993465,47.690404675,4
SALMON'S SERVICE CENTER,2424 NE 65TH ST,-122.3010414781,47.6761307952,6
SALMON SERVICE CENTER,1424 NE 125TH ST,-122.3131687347,47.7196928273,12
SALMON CREEK CAFE INC.,11620 AMBAUM BL SW,-122.3541918997,47.4986573751,26
SALMON BAY SCHOOL,1810 NW 65TH ST,-122.3805118529,47.676891613,4
SALMON BAY CAFE,5109 SHILSHOLE AVE NW,-122.382919647,47.6641958113,21
SALMON BAY AERIE 2141,5214 20TH AVE NW,-122.3818357168,47.667223944,21
SALIMA SPECIALTIES,11805 RENTON AVE S,-122.2474765879,47.4968519398,25
SALEH'S DELICATESSEN,2401 NW 80TH ST,-122.3879364312,47.6866085385,4
SAL Y LIMON BAR AND RESTAURANT,10 MERCER ST,-122.3561914741,47.6250635431,7
SAINT BREAD,1417 NE BOAT ST,-122.31341085,47.65061047,17
"SAIGONESE GROUP,  LLC",530 1ST AVE N,-122.3552325764,47.624110665,7
SAIGON VIETNAM DELI,1200 S JACKSON ST STE E,-122.3167467996,47.5996049412,19
SAIGON STREETS,507 S WELLER ST,-122.327294744,47.5973768088,11
"SAIGON RESTAURANT, LLC",1016 MADISON ST,-122.3256365085,47.6093426999,11
SAIGON DELI,4142 BROOKLYN AVE NE,-122.314017436,47.6581325512,17
SAI SUSHI & SAKE,25 W MERCER ST,-122.3576818,47.62442799,9
SAHRA INT MARKET,7126 M L KING JR WAY S,-122.2810554578,47.5381784671,13
SAGE @ BUSH SCHOOL,3400 E HARRISON ST E,-122.2886679723,47.6229100714,14
SAFFRON STREET VENDING (KC269),1901 RAINIER AVE #2,-122.34021113,47.60863139,19
SAFFRON SPICE (KC904),1901 RAINIER AVE S,-122.30450638,47.58620968,19
SAFFRON SPICE,1901 RAINIER AVE S # 2,-122.33235345,47.66150771,19
SAFFRON GRILL,2132 N NORTHGATE WAY,-122.3327992451,47.7089144836,22
SAFEWAY STORES INC #1550,7300 ROOSEVELT WAY NE,-122.3170102326,47.6819919883,6
SAFEWAY STORE #1477,1423 NW MARKET ST,-122.3749030017,47.6682588312,21
SAFEWAY INC #488,3020 NE 45TH ST,-122.2949364687,47.6618887089,17
SAFEWAY INC #423,7340 35TH AVE NE,-122.2894098607,47.6826369467,6
SAFEWAY INC #368,2100 QUEEN ANNE AVE N,-122.3560595347,47.6377606362,7
SAFEWAY INC #219,3900 S OTHELLO ST,-122.2830773234,47.5374740252,13
SAFEWAY INC #1551,1410 E JOHN ST,-122.3131356749,47.6204942289,14
SAFEWAY INC #1508,3820 RAINIER AVE S,-122.287991937,47.5685969109,13
SAFEWAY INC #1062,4754 42ND AVE SW,-122.3848543348,47.5597550046,10
SAFEWAY #1993,2201 E MADISON ST,-122.3034444967,47.6183267623,14
SAFEWAY #1885,516 1ST AVE W,-122.3575614743,47.6238983006,9
SAFEWAY #1586-GROCERY,12318 15TH AVE NE,-122.31191796,47.71867996,12
SAFEWAY # 1965,9262 RAINIER AVE S,-122.268247229,47.520946953,13
SAFEWAY  #2932,2622 CALIFORNIA AVE SW,-122.38576771,47.57984506,10
SAFEWAY  #1143,8340 15TH AVE NW,-122.3764098453,47.6900311011,4
SAFARI NJEMA RESTAURANT,5041 RAINIER AVE S #107,-122.284094834,47.555983034,13
SACAJAWEA ELEMENTARY SCHOOL,9501 20TH AVE NE,-122.3076251469,47.6984390315,6
SABOR DELICIOSO LLC,2524 16TH AVE S,-122.31132041,47.58033806,19
SABINE CAFE,5307 BALLARD AVE NW,-122.38366414,47.66643844,21
S/T HOOLIGANS,4354 LEARY WAY NW,-122.3658099741,47.6603143884,21
S & L CAFE,535 W MCGRAW ST,-122.3646817322,47.6394084832,9
RUTH'S CHRIS STEAK HOUSE,727 PINE ST,-122.33317081,47.6128151698,15
RUSSELL'S TAVERN,4111 STONE WAY N #B,-122.342756,47.657004,1
RUPEE BAR,6307 24TH AVE NW,-122.38785028,47.67483675,21
"RUMBA NOTES LOUNGE, LLC",5041 RAINIER AVE S 108B,-122.28409286,47.55598493,13
RUMBA,1112 PIKE ST,-122.328577,47.61381712,15
RUINS INC,570 ROY ST,-122.3454617412,47.625615879,7
RUBINSTIEN BAGELS- CAPITAL HILL,403 15TH AVE E,-122.3128184,47.62212101,14
RUBIA ESPRESSO,1100 EASTLAKE AVE E,-122.32876433,47.62890224,7
ROYAL ROOM,5000 RAINIER AVE S,-122.28396499,47.55676223,13
ROYAL PALM THAI RESTAURANT,6417 ROOSEVELT WAY NE STE 201,-122.3176854264,47.6755891321,6
ROYAL GRINDERS,3526 FREMONT PL N #B,-122.3507828382,47.6512957104,1
ROYAL ESQUIRE CLUB,5016 RAINIER AVE S,-122.2837799532,47.5565490378,13
ROYAL DETAILING AND CAFE,7216 RAINIER AVE S,-122.27001765,47.53790861,13
"ROXY'S DELI  (P & G MEATS, INC)",462 N 36TH ST,-122.352674005,47.6521904462,1
ROTIE CELLARS,3861 1ST AVE S STE F,-122.33470938,47.56715767,23
ROTI CUISINE OF INDIA,530 QUEEN ANNE AVE N,-122.3565414309,47.6242626253,7
"ROTARY GROCERY, INC .",1503 PIKE PL,-122.3406615736,47.6085712489,15
ROSTISERIA Y COCINA EL PAISANO,9615 15TH AVE SW,-122.354327555,47.5165604424,18
ROSS PARK CONVENIENCE STORE LLC,4404 3RD AVE NW,-122.3605888488,47.6603930971,21
ROSITA'S,7210 WOODLAWN AVE NE,-122.324607846,47.6808404512,6
ROSIEBAKEMAKE LLC,515 S MICHIGAN ST,-122.28953259,47.50536283,2
ROSELLINI'S,1413 NW 70TH ST,-122.3747274023,47.6793793792,4
ROSE TEMPLE BAR,1801 E OLIVE WAY,-122.3219212,47.61979397,5
ROQUETTE LTD,2232 1ST AVE,-122.34602632,47.61342254,16
ROOT,5000 20TH AVE NW,-122.38187751,47.66571023,21
ROOSTER'S ESPRESSO,7809 LAKE CITY WAY NE,-122.3147023074,47.6860614932,6
ROOSEVELT HIGH SCHOOL,1410 NE 66TH ST,-122.31261576,47.67737549,6
ROOKIES SPORTS BAR & GRILL,3820 S FERDINAND ST,-122.2841174053,47.5580007462,13
ROOFTOP BREWING COMPANY,1220 W NICKERSON ST,-122.37321884,47.65575317,9
RONETTE'S LLC,4105 LEARY WAY NW,-122.36336503,47.65723195,21
RONDO,224 BROADWAY E,-122.32066,47.62082,5
ROMIO'S PIZZA & PASTA,1011 PIKE ST STE C,-122.32949541,47.61298268,15
ROMAN CASINO,11829 RENTON AVE S,-122.2452762592,47.4960569832,25
ROM MAI THAI RESTAURANT,613 BROADWAY AVE E,-122.3211840159,47.6243845969,5
ROJI MONSTER ICE CREAM SEATTLE,5000 UNIVERSITY WAY NE,-122.31275738,47.66536998,17
ROGERS ELEMENTARY SCHOOL,4030 NE 109TH ST,-122.2846106524,47.7070749179,12
ROCOCO COFFEE,207 BOREN AVE N,-122.33616598,47.61992498,7
ROCKY'S SHELL,7132 DELRIDGE WAY SW,-122.3606335895,47.5382655283,18
ROCKY MT CHOCOLATE FACTORY,1419 1ST AVE,-122.3398072012,47.6083086927,15
"ROCKET TACO SEATTLE, LLC",602 19TH AVE E,-122.307111,47.624576,14
ROCKCREEK,4300 FREMONT AVE N,-122.34976493,47.65949561,1
ROCK N ROBINS ESPRESSO,1520 SW 100TH ST,-122.354905,47.513838,26
ROCK BOX - KARAOKE BAR,1603 E NAGLE PL,-122.320171,47.615381,0
ROCCO'S,2312 2ND AVE,-122.34587341,47.61467743,16
ROBERT RAMSAY CELLARS,1629 QUEEN ANNE AVE N,-122.35723415,47.63447557,7
ROBERT EAGLE STAFF MIDDLE SCHOOL,1330 N 90TH ST,-122.34048512,47.69510382,1
ROBA'S AFRICAN STORE,10854 MEYERS WAY S,-122.33327,47.50534,26
ROB ROY,2332 2ND AVE,-122.3465475085,47.6147796931,16
ROANOKE PARK PLACE,2409 10TH AVE E,-122.3202503548,47.6417315365,5
RO RO BBQ & GRILL,3620 STONE WAY N,-122.3424238397,47.6511928898,1
RITE AID #5223,5217 CALIFORNIA AVE SW,-122.3875074324,47.5556812671,3
RITE AID #5218,2603 3RD AVE,-122.3485400509,47.6165222872,16
RITE AID #5217,9000 RAINIER AVE S #C,-122.2692179663,47.522624756,13
RITE AID #5216,8500 35TH AVE NE,-122.2902307369,47.6906601472,6
RITE AID #5207,201 BROADWAY E,-122.3212962137,47.6202276215,5
RITA'S AT MARINERS,1250 1ST AVE S,-122.33304503,47.59150746,23
RISTORANTE PICOLINOS,6415 32ND AVE NW,-122.398590384,47.6754032841,21
RISTORANTE MACHIAVELLI,1215 PINE ST,-122.3280929593,47.6150017639,15
